file_name,emotion
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-02-02-01-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-01-02-01-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-01-01-02-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-01-01-01-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-01-01-02-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-01-01-02-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-02-01-02-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-02-01-01-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-01-02-02-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-01-02-01-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-02-02-02-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-02-01-02-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-02-01-01-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-02-02-01-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-01-01-01-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-01-02-02-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-02-02-01-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-02-02-02-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-01-02-02-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-02-02-02-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-02-02-01-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-01-01-01-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-02-01-02-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-02-01-01-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-02-01-02-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-02-02-01-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-02-02-02-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-01-02-01-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-02-01-02-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-01-01-01-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-02-02-02-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-01-02-02-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_02/03-01-06-01-01-02-02.wav,female_fearful
../input/ravdess-emotional-speech-audio/Actor_02/03-01-05-01-02-01-02.wav,female_angry
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-01-01-02-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-02-01-01-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-02-02-01-01-02.wav,female_calm
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-01-02-02-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-04-01-01-01-02.wav,female_sad
../input/ravdess-emotional-speech-audio/Actor_02/03-01-03-01-02-01-02.wav,female_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-01-02-02-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-02-01-02-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-01-01-02-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-02-01-01-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-02-02-01-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-02-02-01-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-01-02-01-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-01-01-02-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-02-02-01-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-02-01-01-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-02-02-02-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-01-02-01-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-01-02-02-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-02-01-01-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-02-02-02-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-01-02-01-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-02-02-01-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-02-01-01-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-02-02-02-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-01-01-02-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-02-02-01-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-01-02-02-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-02-01-02-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-01-01-01-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-01-02-01-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-01-01-01-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-01-02-02-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-06-02-01-01-17.wav,male_fearful
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-01-01-01-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-01-01-02-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-01-02-02-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-02-01-02-17.wav,male_happy
../input/ravdess-emotional-speech-audio/Actor_17/03-01-04-01-02-01-17.wav,male_sad
../input/ravdess-emotional-speech-audio/Actor_17/03-01-05-01-01-01-17.wav,male_angry
../input/ravdess-emotional-speech-audio/Actor_17/03-01-02-02-01-02-17.wav,male_calm
../input/ravdess-emotional-speech-audio/Actor_17/03-01-03-01-01-01-17.wav,male_happy
